縣市,鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號,Int_Floor
新北市,林口區,房地(土地+建物)+車位,文化三路一段391~420號,19.64,都市：其他:中心商業區,,,1100320,土地2建物1車位1,九層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,950825.0,188.41,3,2,2,有,有,16080000,85346.0,坡道平面,34.38,0,,RPOOMLNJNHGGFBF37DA,96.43,0.0,13.42,有,,19
新北市,新莊區,房地(土地+建物),新泰路391~420號,5.7,都市：其他:住宅區,,,1100406,土地1建物1車位0,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,880503.0,35.34,1,1,1,有,有,4180000,118280.0,,0.0,0,,RPOPMLNJNHGGFBF47DA,21.32,0.0,4.47,有,177.0,14
新北市,新店區,房地(土地+建物),行政街61~90號,6.2,都市：其他:道路用地,,,1100320,土地2建物1車位0,十一層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,880930.0,71.67,1,2,1,有,有,11600000,161853.0,,0.0,0,其他增建；,RPPOMLRJMHGGFCF87DA,46.7,0.0,8.49,有,,20
新北市,汐止區,房地(土地+建物),福德一路2巷1~30號,21.26,都市：其他:第二種住宅區,,,1100405,土地1建物1車位0,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,841110.0,144.32999999999996,4,2,2,有,有,12500000,86607.0,,0.0,0,其他增建；,RPPNMLPJMHGGFDF67DA,87.32,0.72,10.65,有,,15
新北市,汐止區,房地(土地+建物)+車位,汐萬路二段228巷31弄1~30號,40.84,,山坡地保育區,丙種建築用地,1100407,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,850627.0,119.48,2,1,1,有,有,4700000,39337.0,坡道平面,0.0,0,,RPUQMLOKMHGGFDF48DA,56.77,0.0,9.14,有,,15
新北市,汐止區,房地(土地+建物)+車位,工建路151~180號,16.98,都市：其他:第二種住宅區,,,1100320,土地3建物1車位1,三層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,860502.0,158.8,4,2,2,有,有,13150000,82809.0,坡道平面,35.83,0,,RPUOMLKMMHGGFDF08DA,83.99,4.05,13.86,有,,20
新北市,汐止區,房地(土地+建物),大同路三段601~630號,3.91,都市：其他:第二種住宅區,,,1100320,土地1建物1車位0,四層,三十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,880203.0,45.56,1,1,1,有,有,2900000,63652.0,,0.0,0,,RPVNMLKMMHGGFDF08DA,28.81,3.57,2.79,有,183.0,33
新北市,淡水區,房地(土地+建物)+車位,淡金路二段511~540號,33.59,都市：其他:第五種住宅區,,,1100323,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010531.0,222.16000000000003,4,2,2,有,有,10400000,46813.0,坡道平面,29.84,0,二等親買賣,RPUPMLMLMHGGFEF38DA,120.75,3.52,10.13,有,,15
新北市,淡水區,房地(土地+建物)+車位,新民街120巷1~30號,20.61,都市：其他:住宅區,,,1100402,土地1建物1車位1,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,810508.0,182.85,4,2,2,有,有,7900000,43207.0,坡道平面,35.86,0,,RPSOMLRLMHGGFEF58DA,96.44,1.28,15.01,有,184.0,14
新北市,淡水區,房地(土地+建物)+車位,義山路一段181~210號,25.85,都市：其他:第五種住宅區,,,1100320,土地1建物1車位1,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061201.0,182.74,3,2,2,有,有,12450000,75823.0,坡道平面,33.05,1100000,,RPPRMLRLMHGGFEF58DA,84.56,5.78,11.02,有,,14
新北市,三重區,房地(土地+建物)+車位,集英路61~90號,18.22,都市：其他:商業區,,,1100303,土地1建物1車位1,十九層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040702.0,165.86,3,2,2,有,有,23520000,141806.0,坡道平面,30.0,0,,RPRTMLNJNHGGFGF68DA,82.13,7.08,5.14,有,188.0,19
新北市,蘆洲區,房地(土地+建物)+車位,光明路106巷1~30號,27.44,都市：其他:住宅區,,,1100327,土地1建物1車位1,七層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010731.0,179.11,3,2,2,有,有,21900000,122271.0,坡道平面,37.46,0,其他增建；,RPVOMLTLMHGGFGF66DA,85.44,7.38,4.72,有,191.0,13
新北市,中和區,房地(土地+建物)+車位,橋和路151~180號,18.25,都市：其他:住宅區,,,1100409,土地1建物1車位1,七層，八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,871230.0,165.13,3,2,2,有,有,20000000,121117.0,坡道平面,12.94,0,陽台外推；其他增建；,RPRQMLKLMHGGFHF28DA,91.72,0.0,7.68,有,,14
新北市,中和區,房地(土地+建物),中正路691~720號,10.06,都市：其他:道路用地,,,1100131,土地2建物1車位0,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,890113.0,102.37,3,2,2,有,有,10500000,102569.0,,0.0,0,,RPRPMLNJNHGGFHF38DA,65.43,0.72,13.06,有,,14
新北市,中和區,房地(土地+建物)+車位,景新街181~210號,30.44,都市：其他:住宅區,,,1100321,土地2建物1車位1,五層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830804.0,201.9,4,2,2,有,有,23780000,117781.0,坡道平面,0.0,0,陽台外推；其他增建；,RPTPMLNJNHGGFHF58DA,130.22,3.28,14.87,有,,13
新北市,中和區,房地(土地+建物),中正路1~30號,3.07,都市：其他:住宅區,,,1100410,土地3建物1車位0,五層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,851116.0,42.08,1,1,1,有,有,6480000,153992.0,,0.0,0,,RPOTMLNJNHGGFHF48DA,32.36,0.0,4.54,有,199.0,22
新北市,樹林區,房地(土地+建物)+車位,學勤路271~300號,16.26,都市：其他:商業區,,,1100315,土地1建物1車位1,二層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,951101.0,182.85,3,2,2,有,有,15000000,82034.0,坡道平面,38.04,0,露台其他增建；,RPWPMLLMLHGGFIF88DA,88.43,0.0,11.14,有,200.0,19
新北市,三峽區,房地(土地+建物),大觀路331~360號,13.53,都市：其他:住宅區,,,1100402,土地1建物1車位0,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,950127.0,102.96,3,0,3,有,有,9100000,88384.0,,0.0,0,,RPRNMLKMMHGGFIF18DA,65.2,4.26,0.0,有,201.0,15
新北市,土城區,房地(土地+建物)+車位,學府路一段126巷31~60號,33.43,都市：其他:第二種住宅區,,,1100410,土地1建物1車位2,一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,831215.0,219.52,3,2,2,有,有,5800000,26421.0,坡道平面,0.0,0,二親等買賣。親友、員工、共有人或其他特殊關係間之交易；,RPXQMLTLMHGGFAF56EA,108.29,21.17,0.0,有,,13
新北市,板橋區,房地(土地+建物)+車位,雙十路二段121~150號,9.94,都市：其他:住宅區,,,1091109,土地1建物1車位1,十八層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,860905.0,147.81,3,2,2,有,有,21500000,145457.0,坡道平面,0.0,2000000,陽台外推；其他增建；,RPSRMLNJNHGGFAF08EA,86.24,0.7,9.66,有,,24
新北市,板橋區,房地(土地+建物)+車位,板新路181~210號,15.99,都市：其他:住宅區,,,1100307,土地4建物1車位1,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,870819.0,171.2,3,2,2,有,有,19680000,144942.0,坡道平面,50.6,2200000,陽台外推；其他增建；,RPURMLNJNHGGFAF28EA,82.84,1.92,11.28,有,,14
新北市,新店區,房地(土地+建物)+車位,黎明路91~120號,82.3,都市：其他:已開發建築密集地區,,,1100209,土地11建物1車位1,十五層，十六層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,810307.0,332.63,4,2,2,有,有,15400000,46298.0,坡道平面,0.0,0,含裝潢費；含傢俱設備費；,RPPNMLOJNHGGFCF67EA,241.9,32.52,13.22,有,,16
新北市,林口區,房地(土地+建物)+車位,文化三路一段361~390號,15.18,都市：其他:中心商業區,,,1091211,土地2建物1車位2,十六層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,960817.0,157.26999999999995,3,2,2,有,有,14480000,104318.0,坡道機械,34.76,1700000,,RPPUMLOJNHGGFBF28EA,82.84,0.0,8.42,有,213.0,18
新北市,汐止區,房地(土地+建物)+車位,湖前街110巷97弄1~30號,34.39,,山坡地保育區,丙種建築用地,1100409,土地4建物1車位1,二十五層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,881202.0,136.67,2,2,1,有,有,10480000,76681.0,坡道機械,0.0,0,,RPQOMLKMMHGGFDF77EA,97.84,0.0,10.99,有,214.0,25
新北市,淡水區,房地(土地+建物)+車位,濱海路三段148巷31~60號,41.04,都市：其他:鄰里商業區,,,1100324,土地1建物1車位1,四層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021007.0,165.27,3,2,2,有,有,10000000,60507.0,坡道平面,34.78,0,二等親買賣親友、員工、共有人或其他特殊關係間之交易；,RPRNMLOJNHGGFEF08EA,80.55,0.0,10.32,有,217.0,13
新北市,淡水區,房地(土地+建物)+車位,新市一路一段361~390號,38.2,都市：其他:第三種住宅區。,,,1100315,土地1建物1車位2,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040819.0,221.36,4,2,2,有,有,13525000,67380.0,坡道平面,59.22,2600000,陽台加窗其他增建；,RPTNMLOJNHGGFEF28EA,101.26,2.89,9.75,有,218.0,15
新北市,三重區,房地(土地+建物)+車位,重陽路一段61~90號,14.33,都市：其他:住宅區,,,1100420,土地2建物1車位1,二十一層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,971001.0,204.77,4,2,2,有,有,25000000,122088.0,坡道平面,43.95,0,,RPPNMLKMMHGGFGF87EA,101.65,1.36,18.49,有,,22
新北市,三重區,房地(土地+建物)+車位,重新路一段121~150號,5.22,都市：其他:捷運系統用地,,,1100412,土地1建物1車位1,十層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1011220.0,114.34,2,2,1,有,有,15500000,160619.0,坡道機械,27.8,1600000,,RPWRMLNJNHGGFGF09EA,51.96,1.61,7.11,有,226.0,27
新北市,中和區,房地(土地+建物),中興街202巷1~30號,18.88,都市：其他:住宅區,,,1100406,土地1建物1車位0,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,841117.0,102.46,3,2,2,有,有,13400000,130783.0,,0.0,0,陽台外推；其他增建；,RPQRMLNJNHGGFHF58EA,72.76,1.32,8.16,有,228.0,14
新北市,中和區,房地(土地+建物)+車位,中興街211~240號,20.04,都市：其他:住宅區,,,1100325,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,971009.0,175.3,4,2,2,有,有,17900000,102111.0,坡道平面,20.39,0,,RPTNMLOJNHGGFHF58EA,86.52,5.64,14.15,有,,15
新北市,中和區,房地(土地+建物),景平路421~450號,9.39,都市：其他:人行步道,,,1091202,土地4建物1車位0,四層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,860910.0,75.25999999999998,2,2,1,有,有,11860000,157587.0,,0.0,0,,RPOONLQLJHGGFHF28EA,46.09,1.1,5.92,有,,16
新北市,三峽區,房地(土地+建物)+車位,學成路271~300號,21.03,都市：其他:住宅區,,,1100312,土地1建物1車位1,四層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,951117.0,162.65,3,2,2,有,有,14450000,102819.0,坡道平面,36.7,1500000,陽台外推；,RPTPMLNJNHGGFIF78EA,82.24,1.44,11.49,有,,20
新北市,樹林區,房地(土地+建物),學勤路241~270號,12.09,都市：其他:商業區,,,1100329,土地1建物1車位0,四層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,951101.0,104.43,3,1,1,有,有,10800000,103419.0,,0.0,0,,RPUPMLNJNHGGFIF88EA,66.67,0.0,3.72,有,,19
新北市,中和區,房地(土地+建物),景平路31~60號,5.29,都市：其他:住宅區,,,1100330,土地1建物1車位0,十八層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,851030.0,70.89999999999998,2,2,1,有,有,10700000,150917.0,,0.0,0,陽台外推；其他增建；,RPXNMLOJNHGGFHF98EA,55.38,0.0,7.28,有,,22
新北市,中和區,房地(土地+建物)+車位,安平路61~90號,18.35,都市：其他:住宅區,,,1100424,土地1建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,980122.0,168.66,3,2,2,有,有,6000000,35575.0,坡道平面,31.45,0,親友、員工、共有人或其他特殊關係間之交易；,RPOOMLOJNHGGFHF18EA,86.12,7.27,10.75,有,,14
新北市,三重區,房地(土地+建物),重新路四段241~270號,6.26,都市：其他:商業區,,,1100327,土地4建物1車位0,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,850611.0,60.71,2,1,1,有,有,8680000,142975.0,,0.0,0,其他增建；,RPPSMLNJNHGGFGF48EA,48.64,0.76,3.65,有,243.0,14
新北市,三重區,房地(土地+建物)+車位,富貴街1~30號,31.21,都市：其他:住宅區,,,1100118,土地1建物1車位1,六層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970522.0,207.04,4,2,2,有,有,23800000,116441.0,坡道平面,19.82,2000000,陽台外推；其他增建；,RPQNMLOJNHGGFGF18EA,102.85,5.64,18.79,有,244.0,13
新北市,蘆洲區,房地(土地+建物)+車位,集賢路301~330號,33.65,都市：其他:住宅區,,,1100406,土地1建物2車位3,十九層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000905.0,369.48,4,2,3,有,有,58750000,159007.0,坡道平面,72.21,0,,RPXNMLNJNHGGFGF78EA,183.61,3.89,11.22,有,,19
新北市,三重區,房地(土地+建物),三和路一段61~90號,7.74,都市：其他:商業區,,,1100408,土地2建物1車位0,七層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040521.0,101.82,2,2,2,有,有,15160000,148890.0,,0.0,0,,RPVRMLNJNHGGFGF98EA,60.46,3.7,4.58,有,248.0,23
新北市,淡水區,房地(土地+建物)+車位,新市二路一段121~150號,17.55,都市：其他:第五種住宅區,,,1100330,土地1建物1車位1,九層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061128.0,138.62,2,1,1,有,有,6950000,50137.0,坡道平面,37.86,0,,RPVQMLNJNHGGFEF68EA,53.39,4.3,3.79,有,249.0,19
新北市,淡水區,房地(土地+建物)+車位,北新路141巷38弄1~30號,21.23,都市：其他:住宅區,,,1100331,土地1建物1車位1,八層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,841005.0,138.15,2,1,1,有,有,5700000,41260.0,坡道平面,0.0,0,,RPWNMLOJNHGGFEF58EA,76.66,1.36,9.03,有,,13
新北市,淡水區,房地(土地+建物)+車位,濱海路一段301~330號,25.07,都市：其他:第五種住宅區,,,1100327,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,980713.0,191.43,3,1,1,有,有,11500000,60074.0,坡道平面,32.31,0,陽台外推；,RPXNMLOJNHGGFEF68EA,94.45,6.01,14.19,有,,15
新北市,新店區,房地(土地+建物)+車位,新坡一街61~90號,83.61,,山坡地保育區,丙種建築用地,1100331,土地1建物1車位1,十二層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,821105.0,225.84,4,2,2,有,有,18400000,81474.0,坡道平面,46.93,0,,RPVNMLPJNHGGFCF38EA,135.16,2.17,14.43,有,,20
新北市,林口區,房地(土地+建物)+車位,中山路541~570號,15.17,都市：其他:中心商業區,,,1100320,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970111.0,161.45,3,2,2,有,有,11500000,77322.0,坡道平面,32.12,1500000,其他增建；,RPTUMLOJNHGGFBF68EA,82.81,1.7,8.47,有,,15
新北市,新莊區,房地(土地+建物)+車位,中原路121~150號,10.2,都市：其他:住宅區,,,1100405,土地1建物1車位1,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,900713.0,126.73,2,2,1,有,有,14550000,114811.0,坡道平面,0.0,2000000,陽台外推；其他增建；,RPONNLPJNHGGFBF67EA,63.73,0.0,8.14,有,,14
新北市,新莊區,房地(土地+建物),昌平街71巷1~30號,13.42,都市：其他:住宅區,,,1100421,土地1建物1車位0,六層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840713.0,113.02,3,2,2,有,有,11000000,97328.0,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPRRMLOJNHGGFBF18EA,64.77,0.0,8.58,有,,16
新北市,樹林區,房地(土地+建物)+車位,學勤路271~300號,17.06,都市：其他:商業區,,,1100405,土地1建物1車位1,六層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,951101.0,185.79,3,2,2,有,有,18100000,97422.0,坡道平面,38.04,0,,RPROMLNJNHGGFIF38DA,92.16,0.0,10.44,有,264.0,19
新北市,樹林區,房地(土地+建物)+車位,佳園路三段511~540號,20.76,都市：其他:住宅區,,,1100402,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970125.0,153.28,3,2,2,有,有,13600000,88727.0,坡道平面,27.63,0,,RPORMLOJNHGGFIF48DA,84.7,2.3,4.27,有,265.0,15
新北市,三峽區,房地(土地+建物),愛國路1~30號,8.78,都市：其他:商業區,,,1100322,土地3建物1車位0,四層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,850311.0,97.81,3,2,2,有,有,7400000,75657.0,,0.0,0,,RPWPMLTJMHGGFIF86DA,79.1,2.32,8.7,有,,13
新北市,三峽區,房地(土地+建物),民生街27巷1~30號,7.23,都市：其他:道路用地,,,1100405,土地2建物1車位0,十六層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,850401.0,66.81,2,1,1,有,有,5750000,86065.0,,0.0,0,,RPXOMLQKMHGGFIF66DA,40.16,1.22,5.57,有,,16
新北市,中和區,房地(土地+建物),復興路241~270號,3.76,都市：其他:市場用地,,,1100315,土地1建物1車位0,十一層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,870216.0,40.02,1,1,1,有,有,5500000,137431.0,,0.0,0,,RPTPMLOKMHGGFHF68DA,31.48,0.0,3.09,有,,20
新北市,永和區,房地(土地+建物),保生路22巷1~30號,2.57,都市：其他:道路用地,,,1100317,土地3建物1車位0,二十四層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,890105.0,36.93,1,1,1,有,有,6680000,180883.0,,0.0,0,陽台外推；,RPQSMLLMLHGGFHF48DA,23.62,0.0,3.64,有,273.0,26
新北市,三重區,房地(土地+建物)+車位,重新路三段31~60號,19.47,都市：其他:住宅區,,,1100331,土地2建物1車位1,五層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,990201.0,242.4,4,2,3,有,有,31000000,127888.0,坡道平面,29.74,0,,RPVOMLNJNHGGFGF58DA,135.06,0.86,15.16,有,,22
新北市,三重區,房地(土地+建物)+車位,富貴街1~30號,20.54,都市：其他:住宅區,,,1100328,土地1建物1車位1,十二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970522.0,139.78,3,2,2,有,有,17250000,123408.0,坡道平面,17.9,0,其他增建；,RPQPMLNJNHGGFGF18DA,65.11,3.98,13.78,有,276.0,13
新北市,蘆洲區,房地(土地+建物),民族路31~60號,13.35,都市：其他:市場用地,,,1100324,土地1建物1車位0,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,870826.0,147.84,4,2,2,有,有,16600000,112284.0,,0.0,0,,RPWOMLQLLHGGFGF98DA,107.62,0.0,13.15,有,,14
新北市,淡水區,房地(土地+建物)+車位,淡金路二段361~390號,28.23,都市：其他:第五種住宅區,,,1100401,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,980817.0,191.08,4,2,2,有,有,10580000,55369.0,坡道平面,29.99,0,,RPVRMLOJNHGGFEF78DA,100.14,3.36,9.35,有,,15
新北市,淡水區,房地(土地+建物)+車位,新市五路三段211~240號,7.87,都市：其他:第三之一種中心商業區,,,1100325,土地1建物1車位1,九層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061229.0,104.1,2,1,1,有,有,6220000,59750.0,坡道機械,15.42,0,,RPWQMLPJNHGGFEF88DA,52.44,2.8,5.35,有,277.0,27
新北市,淡水區,房地(土地+建物),鄧公路1~30號,17.64,都市：其他:住宅區,,,1100415,土地2建物1車位0,一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,890728.0,71.32,2,1,1,有,有,4300000,60292.0,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPRPMLOJNHGGFEF18DA,47.82,0.0,7.22,有,,14
新北市,淡水區,房地(土地+建物)+車位,濱海路一段121~150號,46.34,都市：其他:第三種住宅區。,,,1100419,土地1建物1車位1,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1011101.0,238.02,4,2,2,有,有,18500000,77725.0,坡道平面,33.3,0,,RPXOMLKMMHGGFEF48DA,132.27,2.86,13.32,有,279.0,14
新北市,八里區,房地(土地+建物)+車位,中華路二段391~420號,12.96,都市：其他:第三種住宅區。,,,1100404,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,841013.0,162.93,3,2,2,有,有,6550000,40204.0,坡道平面,0.0,0,,RPPPMLKMMHGGFEF77DA,76.3,1.76,10.61,有,,15
新北市,淡水區,房地(土地+建物)+車位,沙崙路一段1~30號,27.99,都市：其他:第三種住宅區。,,,1100323,土地1建物1車位1,八層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080306.0,172.87,3,2,2,有,有,12180000,76206.0,坡道平面,30.1,1300000,預售屋、或土地及建物分次登記案件；,RPVPMLNLMHGGFEF58DA,85.41,8.14,5.14,有,,23
新北市,淡水區,房地(土地+建物),沙崙路一段121~150號,19.69,都市：其他:第三種住宅區。,,,1100401,土地1建物1車位0,六層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080306.0,101.54,2,1,2,有,有,7850000,77309.0,,0.0,0,預售屋、或土地及建物分次登記案件；,RPRQMLNLMHGGFEF28DA,60.75,4.09,5.36,有,,23
新北市,淡水區,房地(土地+建物)+車位,中正東路二段105巷1~30號,42.61,都市：其他:住宅區(二),,,1100328,土地1建物1車位1,十七層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040225.0,302.97,0,0,0,無,有,31580000,104235.0,坡道平面,39.12,0,,RPUPMLQLMHGGFEF78DA,147.75,16.97,22.91,有,281.0,23
新北市,淡水區,房地(土地+建物),沙崙路一段121~150號,18.24,都市：其他:第三種住宅區。,,,1100402,土地1建物1車位0,九層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080306.0,95.89,2,1,2,有,有,7360000,76755.0,,0.0,0,預售屋、或土地及建物分次登記案件；,RPPQMLQLMHGGFEF38DA,56.3,5.2,5.36,有,,23
新北市,淡水區,房地(土地+建物),沙崙路一段1~30號,16.17,都市：其他:第三種住宅區。,,,1100221,土地1建物1車位0,二十層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080306.0,85.82,2,1,1,有,有,6950000,80983.0,,0.0,0,預售屋、或土地及建物分次登記案件；,RPQQMLNKMHGGFEF08DA,49.9,4.84,5.36,有,,23
新北市,汐止區,房地(土地+建物)+車位,湖前街110巷97弄1~30號,40.95,,山坡地保育區,丙種建築用地,1100318,土地8建物1車位1,九層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,881202.0,161.01,3,2,2,有,有,10400000,64592.0,坡道平面,0.0,0,,RPUUMLTLMHGGFDF86DA,69.84,0.0,10.72,有,282.0,25
新北市,汐止區,房地(土地+建物),康寧街141巷31~60號,11.23,都市：其他:第二種住宅區,,,1100328,土地1建物1車位0,四層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840824.0,55.75,2,1,1,有,有,8500000,152466.0,,0.0,0,陽台外推；其他增建；,RPORMLSLMHGGFDF48DA,45.71,0.0,4.95,有,,13
新北市,汐止區,房地(土地+建物),大同路二段241~270號,8.03,都市：其他:第二種住宅區,,,1100326,土地1建物1車位0,七層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840126.0,102.32,3,2,2,有,有,10800000,105551.0,,0.0,0,,RPXOMLNJNHGGFDF48DA,86.12,0.0,9.34,有,284.0,24
新北市,汐止區,房地(土地+建物),福德二路1~30號,2.46,都市：其他:第二種住宅區,,,1100421,土地1建物1車位0,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840316.0,22.86,2,2,1,有,有,2200000,96238.0,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPVNMLOJNHGGFDF28DA,15.39,0.0,1.83,有,,14
新北市,汐止區,房地(土地+建物),大同路二段241~270號,5.07,都市：其他:第二種住宅區,,,1100410,土地1建物1車位0,二十一層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840126.0,64.1,1,1,1,有,有,7200000,112324.0,,0.0,0,,RPVOMLOJNHGGFDF38DA,49.51,0.0,10.21,有,,24
新北市,新店區,房地(土地+建物)+車位,安康路二段142巷1~30號,36.35,都市：其他:第三種住宅區。,,,1100317,土地1建物1車位1,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,950120.0,183.9,3,2,2,有,有,17500000,95160.0,坡道平面,0.0,0,,RPXOMLOJNHGGFCF48DA,101.96,0.0,12.47,有,286.0,14
新北市,五股區,房地(土地+建物),五福路61~90號,11.68,都市：其他:河川區,,,1100314,土地2建物1車位0,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,851129.0,78.81,3,2,1,有,有,6100000,77401.0,,0.0,0,,RPVRMLOJNHGGFBF48DA,50.86,0.66,6.76,有,,14
新北市,新莊區,房地(土地+建物)+車位,中原路301~330號,36.2,都市：其他:住宅區,,,1100224,土地1建物1車位1,一層，夾層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,890718.0,215.75,4,2,2,有,有,7700000,35689.0,坡道平面,38.81,0,總價770萬元總價中包含220萬元之債務免除.親友、員工、共有人或其他特殊關係間之交易；,RPXRMLPJNHGGFBF78DA,140.66,0.0,0.0,有,,14
